Name;Group;Item;Comment;Logged;Type;LogDB;MinRaw;MaxRaw;MinEu;MaxEu;OnMsged;OnMsg;offMsged;OffMsg;Val;AlarmMsg;AlarmLevel;AlarmCase;AlarmConst;DeadBaund;EU;RW
vs21;vs;ВС-21;РУ-10 кВ ТП-73 в сторону ТП-70 Л-82-3 (п.Ладва)(ПСК);false;11;0;0;1;0;1;true;ВС-21 Включен;true;ВС-21 Выключен;0;;0;0;0;0;0;3
vs22;vs;ВС-22;Л-18П-9 отпайка на ТП-300-304 (31 км)(СОТ);false;11;0;0;1;0;1;true;ВС-22 Включен;true;ВС-22 Выключен;1;;0;0;0;0;0;3
vs23;vs;ВС-23;Л-23-15 отпайка на ''зимник''(масляный)(ПСК);false;11;0;0;1;0;1;true;ВС-23 Включен;true;ВС-23 Выключен;1;;0;0;0;0;0;3
vs24;vs;ВС-24;Л-22П-1 Педасельга(ПСК);false;11;0;0;1;0;1;true;ВС-24 Включен;true;ВС-24 Выключен;1;;0;0;0;0;0;3
vs1k;vs;ВС-1К;КРУН-10 кВ ввод № 1 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-1К Включен;true;ВС-1К Выключен;1;;0;0;0;0;0;3
vs2k;vs;ВС-2К;КРУН-10 кВ ввод № 2 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-2К Включен;true;ВС-2К Выключен;0;;0;0;0;0;0;3
vs25;vs;ВС-25;ВС-25;false;11;0;0;1;0;1;true;ВС-25 Включен;true;ВС-25 Выключен;0;;0;0;0;0;0;3
vs26;vs;ВС-26;Л-82-11 у ТП-57 (п.Ладва)(КРУН-10)(МТЗ)(ТОЛ-10-1-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-26 Включен;true;ВС-26 Выключен;1;;0;0;0;0;0;3
vs27;vs;ВС-27;Между Л-21-7, Л-18П-3 (п.Верховье)(ПСК);false;11;0;0;1;0;1;true;ВС-27 Включен;true;ВС-27 Выключен;0;;0;0;0;0;0;3
vs28;vs;ВС-28;Л-22П-13 (д. Уя)(ПСК);false;11;0;0;1;0;1;true;ВС-28 Включен;true;ВС-28 Выключен;1;;0;0;0;0;0;3
vs29;vs;ВС-29;Л-82-3 ТП-73(ВВ/TEL-10-20/1000)(МТЗ)(100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-29 Включен;true;ВС-29 Выключен;1;;0;0;0;0;0;3
vs30;vs;ВС-30;Отпайка с Л-18П-9 на дачи Падозеро ''Прогресс'' (28 км)(маслен-ый)(от токов КЗ)(СОТ);false;11;0;0;1;0;1;true;ВС-30 Включен;true;ВС-30 Выключен;1;;0;0;0;0;0;3
vs31;vs;ВС-31;РУ-10 кВ ТП-48 ВЛ на ТП-43-46(ПСК);false;11;0;0;1;0;1;true;ВС-31 Включен;true;ВС-31 Выключен;1;;0;0;0;0;0;3
vs32;vs;ВС-32;Л-18П-2 отпайка на ТП-112, 113, 114, ТП-324, ТП-365(ВВ)(ПСК);false;11;0;0;1;0;1;true;ВС-32 Включен;true;ВС-32 Выключен;1;;0;0;0;0;0;3
vs34;vs;ВС-34;Л-18П-9 м.Порожки. Реклоузер-вакуумный выключатель(ОSM/TEL)(МТЗ)(ОЛ-1,25)(ПСК);false;11;0;0;1;0;1;true;ВС-34 Включен;true;ВС-34 Выключен;1;;0;0;0;0;0;3
vs35;vs;ВС-35;РУ-6 кВ РП-2 ввод Л-18П-19(Договор безвозмездного пользования с Сортавальской КЭЧ);false;11;0;0;1;0;1;true;ВС-35 Включен;true;ВС-35 Выключен;1;;0;0;0;0;0;3
vs36;vs;ВС-36;РУ-6 кВ РП-2 ввод Л-18П-3;false;11;0;0;1;0;1;true;ВС-36 Включен;true;ВС-36 Выключен;1;;0;0;0;0;0;3
vs37;vs;ВС-37;РУ-6 кВ РП-2 ввод Л-18П-3 на ТП-29;false;11;0;0;1;0;1;true;ВС-37 Включен;true;ВС-37 Выключен;1;;0;0;0;0;0;3
vs38;vs;ВС-38;РУ-6 кВ РП-2 КЛ на ТП-246;false;11;0;0;1;0;1;true;ВС-38 Включен;true;ВС-38 Выключен;1;;0;0;0;0;0;3
vs39;vs;ВС-39;РУ-6 кВ РП-2 КЛ на ТП-120;false;11;0;0;1;0;1;true;ВС-39 Включен;true;ВС-39 Выключен;1;;0;0;0;0;0;3
vs40;vs;ВС-40;РУ-6 кВ РП-2 секционный;false;11;0;0;1;0;1;true;ВС-40 Включен;true;ВС-40 Выключен;0;;0;0;0;0;0;3
vs43;vs;ВС-43;РУ-6 кВ РП-2 вывод на ТП-123 и ТП-122;false;11;0;0;1;0;1;true;ВС-43 Включен;true;ВС-43 Выключен;1;;0;0;0;0;0;3
vs41;vs;ВС-41;Ввод на ТП-1049 (Заозерье)(АМС Прионеж.);false;11;0;0;1;0;1;true;ВС-41 Включен;true;ВС-41 Выключен;1;;0;0;0;0;0;3
vs42;vs;ВС-42;Л-21-7 между ТП-30 и ТП-351 - демонтирован(Авиаретро-дог-ор);false;11;0;0;1;0;1;true;ВС-42 Включен;true;ВС-42 Выключен;0;;0;0;0;0;0;3
vs45;vs;ВС-45;Л-2П-15 перед д. Косалма(ПСК);false;11;0;0;1;0;1;true;ВС-45 Включен;true;ВС-45 Выключен;1;;0;0;0;0;0;3
vs46;vs;ВС-46;ВС-46;false;11;0;0;1;0;1;true;ВС-46 Включен;true;ВС-46 Выключен;0;;0;0;0;0;0;3
vs47;vs;ВС-47;ВС-47;false;11;0;0;1;0;1;true;ВС-47 Включен;true;ВС-47 Выключен;1;;0;0;0;0;0;3
vs48;vs;ВС-48;ВС-48;false;11;0;0;1;0;1;true;ВС-48 Включен;true;ВС-48 Выключен;1;;0;0;0;0;0;3
vs49;vs;ВС-49;ВС-49;false;11;0;0;1;0;1;true;ВС-49 Включен;true;ВС-49 Выключен;1;;0;0;0;0;0;3
vs50;vs;ВС-50;участок ВЛ-6кВ Л-21-11 от Р-141 до ТП-29 и участком ВЛ-6кВ Л-21-7 от ВС-4 до ТП-18 (PBA/TEL-10-12,5/630)(ПСК);false;11;0;0;1;0;1;true;ВС-50 Включен;true;ВС-50 Выключен;0;;0;0;0;0;0;3
vs51;vs;ВС-51;ВС-51;false;11;0;0;1;0;1;true;ВС-51 Включен;true;ВС-51 Выключен;0;;0;0;0;0;0;3
vs52;vs;ВС-52;Л-21-12 между ТП-102 и ТП-103 д.Верхний Бесовец(КРУН-6)(МТЗ, МТО)(ТОЛ-10-I-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-52 Включен;true;ВС-52 Выключен;1;;0;0;0;0;0;3
vs53;vs;ВС-53;Л-5-19, п. Деревянка(МТЗ)(ТПЛ-10 50/5);false;11;0;0;1;0;1;true;ВС-53 Включен;true;ВС-53 Выключен;1;;0;0;0;0;0;3
vs54;vs;ВС-54;Л-46П-19(ПСК);false;11;0;0;1;0;1;true;ВС-54 Включен;true;ВС-54 Выключен;0;;0;0;0;0;0;3
vs55;vs;ВС-55;Л-18П-9 у Р-21 в сторону ТП-323, ТП-309, ТП-367, ТП-294, ТП-138(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-55 Включен;true;ВС-55 Выключен;1;;0;0;0;0;0;3
vs56;vs;ВС-56;Л-18П-9 у Р-55 в сторону ТП-401, ТП-333, ТП-149(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-56 Включен;true;ВС-56 Выключен;1;;0;0;0;0;0;3
vs57;vs;ВС-57;Л-46П-19 около оп.№219 ТП-44(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-57 Включен;true;ВС-57 Выключен;1;;0;0;0;0;0;3
vs58;vs;ВС-58;Л-46П-19 с.Деревянное около оп.№192(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-58 Включен;true;ВС-58 Выключен;1;;0;0;0;0;0;3
vs1sh;vs;ВС-1;Л-18П-2 в близи П/ст 18П (Бесовец)(КРУН-6)(МТЗ)(ТОЛ-СЭЩ-1021 300/5)(ПСК);false;11;0;0;1;0;1;true;ВС-1 Зашунтирован;true;ВС-1 Не зашунтирован;0;;0;0;0;0;0;3
vs2sh;vs;ВС-2;между Л-18П-2 и Л-18П-9 в близи ТП-126 (п.Чална)(масленный)(РТВ)(ТПЛ-10УЗ 200/5)(ПСК);false;11;0;0;1;0;1;true;ВС-2 Зашунтирован;true;ВС-2 Не зашунтирован;0;;0;0;0;0;0;3
vs3sh;vs;ВС-3;Л-5-17 д.Уя(ПСК);false;11;0;0;1;0;1;true;ВС-3 Зашунтирован;true;ВС-3 Не зашунтирован;0;;0;0;0;0;0;3
vs4sh;vs;ВС-4;Л-21-7 отпайка на ст.Шуйская(КРУН-6)(МТЗ)(ТОЛ-СЭЩ-10-11 200/5)(ПСК);false;11;0;0;1;0;1;true;ВС-4 Зашунтирован;true;ВС-4 Не зашунтирован;0;;0;0;0;0;0;3
vs5sh;vs;ВС-5;РУ-6 кВ ТП-123 ''Городок'' Л-18П-3 (г-н Бесовец)(ПСК);false;11;0;0;1;0;1;true;ВС-5 Зашунтирован;true;ВС-5 Не зашунтирован;0;;0;0;0;0;0;3
vs6sh;vs;ВС-6;ст. Шуйской отпайка ВЛ-6 кВ Л-21-7 в сторону м. Лучевое(КРУН-6)(ПСК);false;11;0;0;1;0;1;true;ВС-6 Зашунтирован;true;ВС-6 Не зашунтирован;0;;0;0;0;0;0;3
vs7sh;vs;ВС-7;Л-18П-9 перед ТП-111(ПСК);false;11;0;0;1;0;1;true;ВС-7 Зашунтирован;true;ВС-7 Не зашунтирован;0;;0;0;0;0;0;3
vs8sh;vs;ВС-8;Л-38П-1 отпайка на п/л ''Искорка''(ПСК);false;11;0;0;1;0;1;true;ВС-8 Зашунтирован;true;ВС-8 Не зашунтирован;1;;0;0;0;0;0;3
vs9sh;vs;ВС-9;ВС-9;false;11;0;0;1;0;1;true;ВС-9 Зашунтирован;true;ВС-9 Не зашунтирован;0;;0;0;0;0;0;3
vs10sh;vs;ВС-10;Л-18П-9 отпайка на Порожки (п.Чална)(КРУН-6)(МТЗ)(ТОЛ-10-1-2 75/5)(ПСК);false;11;0;0;1;0;1;true;ВС-10 Зашунтирован;true;ВС-10 Не зашунтирован;0;;0;0;0;0;0;3
vs11sh;vs;ВС-11;Л-2П-15 ''Косалма-Кончезеро''(ПСК);false;11;0;0;1;0;1;true;ВС-11 Зашунтирован;true;ВС-11 Не зашунтирован;0;;0;0;0;0;0;3
vs12sh;vs;ВС-12;Л-82-4 отпайка на СОТ ''Монтажник'' (П.Сельга)(СОТ);false;11;0;0;1;0;1;true;ВС-12 Зашунтирован;true;ВС-12 Не зашунтирован;0;;0;0;0;0;0;3
vs13sh;vs;ВС-13;Л-82-4 отпайка на П.Сельгу (Л.Ветка)(ВВ/TEL-10-20/1000)(МТЗ)(ТОЛ-101-2 У2)(ПСК);false;11;0;0;1;0;1;true;ВС-13 Зашунтирован;true;ВС-13 Не зашунтирован;1;;0;0;0;0;0;3
vs14sh;vs;ВС-14;ОРУ-10 кВ ТП-1 со стороны Шуйской Чупы Л-2П-15(ПСК);false;11;0;0;1;0;1;true;ВС-14 Зашунтирован;true;ВС-14 Не зашунтирован;0;;0;0;0;0;0;3
vs15sh;vs;ВС-15;ОРУ-6 кВ ТП-1 (1600 кВА) со стороны Л-21-7(ПСК);false;11;0;0;1;0;1;true;ВС-15 Зашунтирован;true;ВС-15 Не зашунтирован;0;;0;0;0;0;0;3
vs16sh;vs;ВС-16;Л-18П-3 отпайка на ТП-365(КРУН-6)(Аэронавигация);false;11;0;0;1;0;1;true;ВС-16 Зашунтирован;true;ВС-16 Не зашунтирован;0;;0;0;0;0;0;3
vs17sh;vs;ВС-17;РУ-6 кВ ТП-29 с Л-21-7(ПСК);false;11;0;0;1;0;1;true;ВС-17 Зашунтирован;true;ВС-17 Не зашунтирован;0;;0;0;0;0;0;3
vs18sh;vs;ВС-18;РУ-6 кВ ТП-29 с Л-21-11(ПСК);false;11;0;0;1;0;1;true;ВС-18 Зашунтирован;true;ВС-18 Не зашунтирован;0;;0;0;0;0;0;3
vs19sh;vs;ВС-19;РУ-6 кВ ТП-29 секционный(ПСК);false;11;0;0;1;0;1;true;ВС-19 Зашунтирован;true;ВС-19 Не зашунтирован;0;;0;0;0;0;0;3
vs20sh;vs;ВС-20;РУ-6 кВ ТП-29 с Л-18П-3(ПСК);false;11;0;0;1;0;1;true;ВС-20 Зашунтирован;true;ВС-20 Не зашунтирован;0;;0;0;0;0;0;3
vs21sh;vs;ВС-21;РУ-10 кВ ТП-73 в сторону ТП-70 Л-82-3 (п.Ладва)(ПСК);false;11;0;0;1;0;1;true;ВС-21 Зашунтирован;true;ВС-21 Не зашунтирован;0;;0;0;0;0;0;3
vs22sh;vs;ВС-22;Л-18П-9 отпайка на ТП-300-304 (31 км)(СОТ);false;11;0;0;1;0;1;true;ВС-22 Зашунтирован;true;ВС-22 Не зашунтирован;0;;0;0;0;0;0;3
vs23sh;vs;ВС-23;Л-23-15 отпайка на ''зимник''(масляный)(ПСК);false;11;0;0;1;0;1;true;ВС-23 Зашунтирован;true;ВС-23 Не зашунтирован;0;;0;0;0;0;0;3
vs24sh;vs;ВС-24;Л-22П-1 Педасельга(ПСК);false;11;0;0;1;0;1;true;ВС-24 Зашунтирован;true;ВС-24 Не зашунтирован;0;;0;0;0;0;0;3
vs1ksh;vs;ВС-1К;КРУН-10 кВ ввод № 1 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-1К Зашунтирован;true;ВС-1К Не зашунтирован;0;;0;0;0;0;0;3
vs2ksh;vs;ВС-2К;КРУН-10 кВ ввод № 2 от ТП-1К о.Кижи (ПСК);false;11;0;0;1;0;1;true;ВС-2К Зашунтирован;true;ВС-2К Не зашунтирован;0;;0;0;0;0;0;3
vs25sh;vs;ВС-25;ВС-25;false;11;0;0;1;0;1;true;ВС-25 Зашунтирован;true;ВС-25 Не зашунтирован;0;;0;0;0;0;0;3
vs26sh;vs;ВС-26;Л-82-11 у ТП-57 (п.Ладва)(КРУН-10)(МТЗ)(ТОЛ-10-1-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-26 Зашунтирован;true;ВС-26 Не зашунтирован;0;;0;0;0;0;0;3
vs27sh;vs;ВС-27;Между Л-21-7, Л-18П-3 (п.Верховье)(ПСК);false;11;0;0;1;0;1;true;ВС-27 Зашунтирован;true;ВС-27 Не зашунтирован;0;;0;0;0;0;0;3
vs28sh;vs;ВС-28;Л-22П-13 (д. Уя)(ПСК);false;11;0;0;1;0;1;true;ВС-28 Зашунтирован;true;ВС-28 Не зашунтирован;0;;0;0;0;0;0;3
vs29sh;vs;ВС-29;Л-82-3 ТП-73(ВВ/TEL-10-20/1000)(МТЗ)(100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-29 Зашунтирован;true;ВС-29 Не зашунтирован;0;;0;0;0;0;0;3
vs30sh;vs;ВС-30;Отпайка с Л-18П-9 на дачи Падозеро ''Прогресс'' (28 км)(маслен-ый)(от токов КЗ)(СОТ);false;11;0;0;1;0;1;true;ВС-30 Зашунтирован;true;ВС-30 Не зашунтирован;0;;0;0;0;0;0;3
vs31sh;vs;ВС-31;РУ-10 кВ ТП-48 ВЛ на ТП-43-46(ПСК);false;11;0;0;1;0;1;true;ВС-31 Зашунтирован;true;ВС-31 Не зашунтирован;0;;0;0;0;0;0;3
vs32sh;vs;ВС-32;Л-18П-2 отпайка на ТП-112, 113, 114, ТП-324, ТП-365(ВВ)(ПСК);false;11;0;0;1;0;1;true;ВС-32 Зашунтирован;true;ВС-32 Не зашунтирован;0;;0;0;0;0;0;3
vs34sh;vs;ВС-34;Л-18П-9 м.Порожки. Реклоузер-вакуумный выключатель(ОSM/TEL)(МТЗ)(ОЛ-1,25)(ПСК);false;11;0;0;1;0;1;true;ВС-34 Зашунтирован;true;ВС-34 Не зашунтирован;0;;0;0;0;0;0;3
vs35sh;vs;ВС-35;РУ-6 кВ РП-2 ввод Л-18П-19(Договор безвозмездного пользования с Сортавальской КЭЧ);false;11;0;0;1;0;1;true;ВС-35 Зашунтирован;true;ВС-35 Не зашунтирован;0;;0;0;0;0;0;3
vs36sh;vs;ВС-36;РУ-6 кВ РП-2 ввод Л-18П-3;false;11;0;0;1;0;1;true;ВС-36 Зашунтирован;true;ВС-36 Не зашунтирован;0;;0;0;0;0;0;3
vs37sh;vs;ВС-37;РУ-6 кВ РП-2 ввод Л-18П-3 на ТП-29;false;11;0;0;1;0;1;true;ВС-37 Зашунтирован;true;ВС-37 Не зашунтирован;0;;0;0;0;0;0;3
vs38sh;vs;ВС-38;РУ-6 кВ РП-2 КЛ на ТП-246;false;11;0;0;1;0;1;true;ВС-38 Зашунтирован;true;ВС-38 Не зашунтирован;0;;0;0;0;0;0;3
vs39sh;vs;ВС-39;РУ-6 кВ РП-2 КЛ на ТП-120;false;11;0;0;1;0;1;true;ВС-39 Зашунтирован;true;ВС-39 Не зашунтирован;0;;0;0;0;0;0;3
vs40sh;vs;ВС-40;РУ-6 кВ РП-2 секционный;false;11;0;0;1;0;1;true;ВС-40 Зашунтирован;true;ВС-40 Не зашунтирован;0;;0;0;0;0;0;3
vs43sh;vs;ВС-43;РУ-6 кВ РП-2 вывод на ТП-123 и ТП-122;false;11;0;0;1;0;1;true;ВС-43 Зашунтирован;true;ВС-43 Не зашунтирован;0;;0;0;0;0;0;3
vs41sh;vs;ВС-41;Ввод на ТП-1049 (Заозерье)(АМС Прионеж.);false;11;0;0;1;0;1;true;ВС-41 Зашунтирован;true;ВС-41 Не зашунтирован;0;;0;0;0;0;0;3
vs42sh;vs;ВС-42;Л-21-7 между ТП-30 и ТП-351 - демонтирован(Авиаретро-дог-ор);false;11;0;0;1;0;1;true;ВС-42 Зашунтирован;true;ВС-42 Не зашунтирован;0;;0;0;0;0;0;3
vs45sh;vs;ВС-45;Л-2П-15 перед д. Косалма(ПСК);false;11;0;0;1;0;1;true;ВС-45 Зашунтирован;true;ВС-45 Не зашунтирован;0;;0;0;0;0;0;3
vs46sh;vs;ВС-46;ВС-46;false;11;0;0;1;0;1;true;ВС-46 Зашунтирован;true;ВС-46 Не зашунтирован;0;;0;0;0;0;0;3
vs47sh;vs;ВС-47;ВС-47;false;11;0;0;1;0;1;true;ВС-47 Зашунтирован;true;ВС-47 Не зашунтирован;0;;0;0;0;0;0;3
vs48sh;vs;ВС-48;ВС-48;false;11;0;0;1;0;1;true;ВС-48 Зашунтирован;true;ВС-48 Не зашунтирован;0;;0;0;0;0;0;3
vs49sh;vs;ВС-49;ВС-49;false;11;0;0;1;0;1;true;ВС-49 Зашунтирован;true;ВС-49 Не зашунтирован;0;;0;0;0;0;0;3
vs50sh;vs;ВС-50;участок ВЛ-6кВ Л-21-11 от Р-141 до ТП-29 и участком ВЛ-6кВ Л-21-7 от ВС-4 до ТП-18 (PBA/TEL-10-12,5/630)(ПСК);false;11;0;0;1;0;1;true;ВС-50 Зашунтирован;true;ВС-50 Не зашунтирован;0;;0;0;0;0;0;3
vs51sh;vs;ВС-51;ВС-51;false;11;0;0;1;0;1;true;ВС-51 Зашунтирован;true;ВС-51 Не зашунтирован;0;;0;0;0;0;0;3
vs52sh;vs;ВС-52;Л-21-12 между ТП-102 и ТП-103 д.Верхний Бесовец(КРУН-6)(МТЗ, МТО)(ТОЛ-10-I-2 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-52 Зашунтирован;true;ВС-52 Не зашунтирован;0;;0;0;0;0;0;3
vs53sh;vs;ВС-53;Л-5-19, п. Деревянка(МТЗ)(ТПЛ-10 50/5);false;11;0;0;1;0;1;true;ВС-53 Зашунтирован;true;ВС-53 Не зашунтирован;0;;0;0;0;0;0;3
vs54sh;vs;ВС-54;Л-46П-19(ПСК);false;11;0;0;1;0;1;true;ВС-54 Зашунтирован;true;ВС-54 Не зашунтирован;0;;0;0;0;0;0;3
vs55sh;vs;ВС-55;Л-18П-9 у Р-21 в сторону ТП-323, ТП-309, ТП-367, ТП-294, ТП-138(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-55 Зашунтирован;true;ВС-55 Не зашунтирован;0;;0;0;0;0;0;3
vs56sh;vs;ВС-56;Л-18П-9 у Р-55 в сторону ТП-401, ТП-333, ТП-149(ВВД8-19-20/630)(МТЗ)(ПСК);false;11;0;0;1;0;1;true;ВС-56 Зашунтирован;true;ВС-56 Не зашунтирован;0;;0;0;0;0;0;3
vs57sh;vs;ВС-57;Л-46П-19 около оп.№219 ТП-44(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-57 Зашунтирован;true;ВС-57 Не зашунтирован;0;;0;0;0;0;0;3
vs58sh;vs;ВС-58;Л-46П-19 с.Деревянное около оп.№192(ВВ/TEL-10-20/630)(МТЗ)(ТОЛ-10 100/5)(ПСК);false;11;0;0;1;0;1;true;ВС-58 Зашунтирован;true;ВС-58 Не зашунтирован;0;;0;0;0;0;0;3
vs1gr;vs;ВС-1;Л-18П-2 в близи П/ст 18П (Бесовец)(КРУН-6)(МТЗ)(ТОЛ-СЭЩ-1021 300/5)(ПСК);false;11;0;0;1;0;1;true;ВС-1 Заземлен;true;ВС-1 Не заземлен;0;;0;0;0;0;0;3
vs2gr;vs;ВС-2;между Л-18П-2 и Л-18П-9 в близи ТП-126 (п.Чална)(масленный)(РТВ)(ТПЛ-10УЗ 200/5)(ПСК);false;11;0;0;1;0;1;true;ВС-2 Заземлен;true;ВС-2 Не заземлен;0;;0;0;0;0;0;3
vs3gr;vs;ВС-3;Л-5-17 д.Уя(ПСК);false;11;0;0;1;0;1;true;ВС-3 Заземлен;true;ВС-3 Не заземлен;0;;0;0;0;0;0;3
vs4gr;vs;ВС-4;Л-21-7 отпайка на ст.Шуйская(КРУН-6)(МТЗ)(ТОЛ-СЭЩ-10-11 200/5)(ПСК);false;11;0;0;1;0;1;true;ВС-4 Заземлен;true;ВС-4 Не заземлен;0;;0;0;0;0;0;3
vs5gr;vs;ВС-5;РУ-6 кВ ТП-123 ''Городок'' Л-18П-3 (г-н Бесовец)(ПСК);false;11;0;0;1;0;1;true;ВС-5 Заземлен;true;ВС-5 Не заземлен;0;;0;0;0;0;0;3
vs6gr;vs;ВС-6;ст. Шуйской отпайка ВЛ-6 кВ Л-21-7 в сторону м. Лучевое(КРУН-6)(ПСК);false;11;0;0;1;0;1;true;ВС-6 Заземлен;true;ВС-6 Не заземлен;0;;0;0;0;0;0;3
vs7gr;vs;ВС-7;Л-18П-9 перед ТП-111(ПСК);false;11;0;0;1;0;1;true;ВС-7 Заземлен;true;ВС-7 Не заземлен;0;;0;0;0;0;0;3
vs8gr;vs;ВС-8;Л-38П-1 отпайка на п/л ''Искорка''(ПСК);false;11;0;0;1;0;1;true;ВС-8 Заземлен;true;ВС-8 Не заземлен;0;;0;0;0;0;0;3
vs9gr;vs;ВС-9;ВС-9;false;11;0;0;1;0;1;true;ВС-9 Заземлен;true;ВС-9 Не заземлен;0;;0;0;0;0;0;3
